Provincia;Localidad;Codigo_postal;Direccion;Margen;Toma_de_datos;Precio;Rotulo;Tipo_venta;Rem;Horario;Tipo_servicio;Fecha_extraccion
BADAJOZ;FUENTE DE CANTOS     ;06240;ACCESO A66 SN;D;27 07 2020 0905;1,189;GALP;P;dm;LD 06002300;LD 06002300  A ;01 08 2020
ASTURIAS;GIJON          ;33209;CARRETERA AS248 KM 20;I;01 08 2020 1106;1,189;REPSOL;P;dm;LD 24H;LD 24H  P ;01 08 2020
ALICANTE;ALICANTE ALACANT     ;03007;CALLE ALCALDE LORENZO CARBONELL SN ESQUINA VIA PARQUE SN;N;31 07 2020 1040;1,189;CARREFOUR;P;dm;LD 24H;LD 24H  A ;01 08 2020
SEVILLA;DOS HERMANAS       ;41700;ROTONDA ADOLFO SUAREZ 54;N;27 07 2020 1237;1,189;OCTANOS;P;dm;LS 06000000 D 07002300;LS 06000000  A  D 07002300  A ;01 08 2020
MURCIA;MAZARRON         ;30870;CARRETERA N 332 KM 25;D;30 07 2020 2359;1,189;BP;P;dm;L 06002300;L 06002300  A ;01 08 2020
ALICANTE;BUSOT          ;03111;CALLE EL PI 1;I;27 07 2020 1325;1,189;ATLANTIS EXPRESS;P;dm;LD 24H;LD 24H  A ;01 08 2020
TARRAGONA;TARRAGONA;43006;CALLE CTRA VELLA DE VALENCIA 5;N;30 07 2020 0957;1,189;BP;P;dm;LD 24H;LD 24H  A ;01 08 2020
ALICANTE;IBI           ;03440;CARRETERA CV806 KM 5 5;D;30 07 2020 1703;1,189;MAJOS GASOLEOS;P;dm;LD 24H;LD 24H  A ;01 08 2020
BADAJOZ;ORELLANA LA VIEJA    ;06740;CARRETERA BA 105 KM 0 55;I;24 07 2020 0955;1,189;REPSOL;P;dm;L 08002000;L 08002000  A ;01 08 2020
JAEN;JAEN           ;23009;RONDA LOS OLIVARES SN;I;01 08 2020 0000;1,189;REPSOL;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
BADAJOZ;MONESTERIO        ;06200;AUTOVIA A 66 KM 730;D;29 07 2020 1000;1,189;CEPSA LEO;P;dm;LD 24H;LD 24H  A ;01 08 2020
VALENCIA;GRAU I PLATJA      ;46700;AVENIDA DEL GRAU SN SN;D;28 07 2020 1544;1,189;BP GRAU ;P;dm;L 24H;L 24H  A ;01 08 2020
MALAGA;MIJAS          ;29650;AUTOVIA DE LOS LIRIOS KM 210;D;01 08 2020 0919;1,189;CARREFOUR;P;dm;LD 24H;LD 24H  A ;01 08 2020
MADRID;ALCORCON         ;28925;AVENIDA TRANVIA 4;D;01 08 2020 1053;1,189;BALLENOIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
PALENCIA;AGUILAR DE CAMPOO    ;34800;AUTOVIA A67 KM 116 600;I;01 08 2020 0000;1,189;REPSOL;P;OM;LD 24H;LD 24H  A ;01 08 2020
BARCELONA;ALELLA          ;08328;CARRER RIERA 48;D;31 07 2020 1144;1,189;AUTONET&OIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
ARABA ALAVA;LARRINBE         ;01468;POLIGONO ZANKUETA 0;D;29 07 2020 1128;1,189;ESTACIONES GB;P;dm;LD 24H;LD 24H  A ;01 08 2020
CANTABRIA;TANOS          ;39316;PASEO JULIO HAUZEUR 2;D;29 07 2020 0917;1,189;CEPSA;P;dm;LD 07002200;LD 07002200  A ;01 08 2020
JAEN;ERMITA NUEVA       ;23686;CARRETERA CARRETERA NACIONAL 432 KM 396;I;28 07 2020 1112;1,189;REPSOL;P;dm;L 07002300;L 07002300  A ;01 08 2020
ALICANTE;SANTA FAZ        ;03559;AVENIDA DE DENIA 183;I;01 08 2020 0000;1,189;FEROYL;P;OM;LD 07002300;LD 07002300  A ;01 08 2020
SEVILLA;PALACIOS Y VILLAFRANCA  ;41720;AVENIDA UTRERA SN;D;27 07 2020 1415;1,189;BP;P;dm;LD 24H;;01 08 2020
SEVILLA;DOS HERMANAS       ;41089;CALLE RIO VIEJO ESQ CTRA EL COPERO P IND CTRA DE LA ISLA SN;N;27 07 2020 1424;1,189;OCTANOS;P;dm;LV 06002200 S 06001400;LV 06002200  A  S 06001400  A ;01 08 2020
ALMERIA;HUERCAL DE ALMERIA    ;04230;CARRETERA NACIONAL 340 PARAJE ZAMARULA KM 449;D;01 08 2020 0000;1,189;CEPSA;P;dm;LD 06002200;LD 06002200  A ;01 08 2020
ALBACETE;ALBACETE         ;02005;PASEO CUBA LA  36;N;24 07 2020 2230;1,189;CEPSA;P;dm;LD 06002300;LD 06002300  A ;01 08 2020
BARCELONA;SITGES          ;08870;AVENIDA CAMI PLA 8;N;27 07 2020 1221;1,189;PETRONIEVES;P;dm;LD 24H;LD 24H  A ;01 08 2020
BALEARS ILLES ;INCA           ;07300;CALLE JOAN DE AUSTRIA 72;D;28 07 2020 0923;1,189;AUTONET&OIL;P;dm;LD 06002300;LD 06002300  A ;01 08 2020
CIUDAD REAL;DAIMIEL         ;13250;PASEO DEL RIO SN;D;29 07 2020 2050;1,189;CEPSA;P;dm;LV 05002200 SD 07002200;LV 05002200  P  SD 07002200  P ;01 08 2020
BALEARS ILLES ;CABANETA SA       ;07141;CARRER CAMI DE MUNTANYA ESQ CARRER CELLETERS SN;D;31 07 2020 1400;1,189;SHELL;P;OM;LD 06000000;LD 06002359  A ;01 08 2020
BADAJOZ;ESPARRAGALEJO      ;06860;CALLE VIA EMERITA 66;D;27 07 2020 1519;1,189;CME;P;dm;LD 24H;LD 24H  A ;01 08 2020
MADRID;MADRID          ;28054;CALLE SINFONIA 9;D;01 08 2020 1053;1,189;BALLENOIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
MURCIA;PUERTO DE MAZARRON    ;30860;CALLE FELIX GARCIA MUNOZ SN C C MAZARRON PARK 40509;N;30 07 2020 2359;1,189;BP MAZARRON PARK;P;dm;LJ 06000000 VD 06000100;LJ 06000000  A  VD 06000100  A ;01 08 2020
LEON;SAN ROMAN DE BEMBIBRE  ;24318;POLIGONO POLIGONO INDUST PIBASA EN BEMBIBRE SN;D;28 07 2020 0000;1,189;REPSOL;P;dm;LD 07002300;LD 07002300  A ;01 08 2020
CIUDAD REAL;CONSOLACION       ;13310;AUTOVIA A4 KM 187;I;01 08 2020 0000;1,189;REPSOL;P;OM;LD 07002300;LD 07002300  A ;01 08 2020
ZARAGOZA;COMERCIO EL       ;50830;CARRETERA A23 PG IND 28 PARCELA 49 KM 304;D;28 07 2020 1200;1,189;CEPSA;P;dm;LV 05002300 SD 06002200;LV 05002300  P  SD 06002200  P ;01 08 2020
CORUNA A ;BETANZOS         ;15300;AVENIDA IRIBARNE SN;D;01 08 2020 0000;1,189;CEPSA;P;OM;LD 07002300;LD 07002200  P   22002300  A ;01 08 2020
MADRID;MAJADAHONDA       ;28220;CALLE BARBERO DE SEVILLA EL 1;D;01 08 2020 1943;1,189;OIL SANCHEZ ROMERO;P;dm;LD 24H;LD 24H  A ;01 08 2020
MURCIA;ALMAGROS LOS      ;30320;CARRETERA CARTAGENAALHAMA KM 29;D;21 07 2020 0718;1,189;CEPSA;P;dm;LD 06000000;LD 06000000  A ;01 08 2020
JAEN;MENGIBAR         ;23620;CALLE BAILEN 44;D;31 07 2020 1111;1,189;REPSOL;P;dm;LD 24H;LD 24H  P ;01 08 2020
TARRAGONA;TORTOSA         ;43500;RAMBLA FELIP PEDRELL 164;D;31 07 2020 1500;1,190;CEPSA;P;dm;L 07002300;L 07002300  A ;01 08 2020
BADAJOZ;CODOSERA LA       ;06518;CARRETERA BA5001 KM KM 17 7;D;27 07 2020 0000;1,190;REPSOL;P;dm;LD 08002200;LD 08002200  A ;01 08 2020
GUADALAJARA;POVEDA DE LA SIERRA   ;19463;CARRETERA CM210 KM 24 200;D;27 07 2020 1030;1,190;AREA DE SERVICIOS ALTO TAJO;P;dm;LD 09001400 y 15301830;LD 09001400  A   15301830  A ;01 08 2020
HUESCA;FRAGA          ;22520;CARRETERA NIIA KM KM 437 2;I;28 07 2020 0736;1,191;CEPSA;P;dm;LD 07002130;LD 07002130  A ;01 08 2020
LUGO;LUGO           ;27290;POLIGONO RUA MERCADURIAS 218 PG CEAO 218;D;31 07 2020 1350;1,191;CONFORT AUTO;P;dm;LV 07002100 S 09001400;LV 07002100  A  S 09001400  A ;01 08 2020
BARCELONA;VILAFRANCA DEL PENEDES  ;08720;CALLE IGUALADA 70;D;27 07 2020 1755;1,192;SERVICIOS PENEDES SA;P;dm;LD 24H;LD 24H  P ;01 08 2020
ALICANTE;ALICANTE ALACANT     ;03006;CARRETERA N330A KM 407 7;D;01 08 2020 0000;1,193;CEPSA;P;OM;LV 05002100 S 07001400;LV 05002100  A  S 07001400  A ;01 08 2020
ALICANTE;BACAROT EL       ;03114;POLIGONO ZONA INDUSTRIAL A POLIGONO B SN;D;01 08 2020 0600;1,193;CEPSA;P;OM;LD 24H;;01 08 2020
CASTELLON  CASTELLO;SAN RAFAEL DEL RIO    ;12510;CL SALVADOR PONS 30;D;31 07 2020 2129;1,193;REPSOL;P;dm;LD 24H;LD 24H  A ;01 08 2020
ALICANTE;SANTA POLA        ;03130;CARRETERA N332 KM 87 8;D;01 08 2020 0600;1,193;CEPSA;P;OM;LD 24H;LD 24H  A ;01 08 2020
SEVILLA;ALCALA DE GUADAIRA    ;41500;CL MAR CANTABRICO 13;N;31 07 2020 1400;1,193;SHELL;P;OM;LD 06000000;LD 06002359  A ;01 08 2020
CADIZ;BOSQUE EL        ;11670;CARRETERA EL BOSQUEARCOS KM 0 5;N;27 07 2020 1430;1,193;GALP;P;dm;LS 07002200 D 08002100;LS 07002200  A  D 08002100  A ;01 08 2020
ALICANTE;IBI           ;03440;CALLE LEON POLIGONO INDUSTRIAL L ALFAC III 3;N;01 08 2020 0000;1,193;CEPSA;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
GIPUZKOA;ZUMARRAGA        ;20700;CALLE ELIZ KALE SN;N;01 08 2020 2045;1,194;GALP;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
OURENSE;NOGUEIRA         ;32160;CARRETERA PONTE DOS GOZOAS KM 11 900;I;30 07 2020 2132;1,194;ESTACION DE SERVICIO LUINTRA S L ;P;dm;LV 07302100 SD 09002000;LV 07302100  A  SD 09002000  A ;01 08 2020
OURENSE;BARBADAS         ;32890;CARRETERA NACIONAL 540 KM 0 70;I;01 08 2020 2045;1,194;GALP;P;OM;LD 07002300;LD 07002300  A ;01 08 2020
ASTURIAS;NAVA           ;33520;CARRETERA N634 KM 375 1;I;01 08 2020 2045;1,194;GALP;P;OM;LS 07002200 D 07001500;LS 07002200  A  D 07001500  A ;01 08 2020
ASTURIAS;NAVA           ;33520;CARRETERA N634 KM 379 7;I;01 08 2020 2045;1,194;GALP;P;OM;LD 07002300;LD 07002300  A ;01 08 2020
CANTABRIA;NOVALES         ;39526;CARRETERA 6316 KM 10 5;I;29 07 2020 0915;1,194;CEPSA;P;dm;LD 08002100;LD 08002100  A ;01 08 2020
NAVARRA;BARANAIN         ;31010;RONDA DE BARANAIN 2;D;29 07 2020 0831;1,194;CEPSA;P;dm;LV 06002230 S 06302230 D 07002230;LV 06002230  P  S 06302230  P  D 07002230  P ;01 08 2020
NAVARRA;PAMPLONA IRUNA      ;31008;CALLE SANCHO RAMIREZ 2;D;30 07 2020 2352;1,194;CEPSA;P;dm;LD 06002200;LD 06002200  A ;01 08 2020
NAVARRA;MUGAIRI ORONOZ      ;31720;CR N121 48;D;23 07 2020 1627;1,194;AVIA;P;dm;LD 24H;LD 24H  A ;01 08 2020
NAVARRA;LODOSA          ;31580;CARRETERA NA123 KM 0 7;I;01 08 2020 0000;1,194;CEPSA;P;OM;LD 08001800;LD 08001800  P ;01 08 2020
ZARAGOZA;ZARAGOZA         ;50015;CALLE VALLE DE BROTO SN;N;01 08 2020 2045;1,194;GALP;P;OM;LD 24H;LD 24H  A ;01 08 2020
RIOJA LA ;EZCARAY         ;26280;CARRETERA CTRA HAROPRADOLUENGO KM 33;D;01 08 2020 0001;1,194;GALP;P;OM;LD 08002100;LD 08002100  A ;01 08 2020
CASTELLON  CASTELLO;OROPESA         ;12594;Avda de la Plana 35;N;01 08 2020 2045;1,194;GALP;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
VALENCIA;VALENCIA         ;46020;CALLE EMILIO BARO 69;N;31 07 2020 1924;1,194;GALP;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
MURCIA;YECLA          ;30510;C3314 KM 64 9;N;01 08 2020 2045;1,194;GALP;P;OM;LD 06002300;LD 06002300  A ;01 08 2020
GUADALAJARA;GUADALAJARA       ;19004;CALLE FRANCISCO ARITIO SN;N;01 08 2020 2045;1,194;GALP;P;OM;LD 07002300;LD 07002300  A ;01 08 2020
TOLEDO;TOLEDO          ;45007;AVENIDA RIO ESTENILLA 78;N;31 07 2020 1500;1,194;SHELL;P;OM;LD 06000000;LD 06002359  A ;01 08 2020
CADIZ;LINEA LA CONCEPCION LA ;11300;POLIGONO ZABAL BAJO 6 3;D;27 07 2020 1228;1,194;CEPSA;P;dm;LD 24H;LD 24H  A ;01 08 2020
BURGOS;CASTRILLO DE LA VEGA   ;09391;CARRETERA N122 KM 278 160;D;31 07 2020 0000;1,194;CEPSA;P;dm;LV 07002300 S 07002200 D 08002300;;01 08 2020
SEGOVIA;SAN RAFAEL        ;40410;AVDA ALTO DEL LEON N 3;N;31 07 2020 2030;1,194;GALP;P;OM;L 06000000;L 06000000  A ;01 08 2020
MALAGA;MALAGA          ;29004;CALLE TUICIDES 14;N;01 08 2020 2045;1,194;GALP;P;OM;LD 06002200;;01 08 2020
MALAGA;MANILVA         ;29691;CARRETERA N340 KM 171;N;01 08 2020 2045;1,194;GALP;P;OM;LD 07002300;LD 07002300  A ;01 08 2020
SEVILLA;BOLLULLOS DE LA MITACION ;41110;POLIGONO POLIGONO INDUSTRIAL P I B O  PARC 295 Y 296 295;N;01 08 2020 2045;1,194;GALP;P;OM;LD 24H;LD 24H  A ;01 08 2020
BADAJOZ;ALBURQUERQUE       ;06510;CARRETERA CTRA N530 KM 33 00;N;31 07 2020 2030;1,194;GALP;P;OM;LD 07002300;LD 07002300  A ;01 08 2020
MALAGA;BENALMADENA       ;29630;CARRETERA N340 KM 2;N;31 07 2020 1400;1,194;SHELL;P;OM;LD 06000000;LD 06002359  A ;01 08 2020
VALENCIA;BENIPARRELL       ;46469;CARRETERA V 302 KM 233 84;D;31 07 2020 1400;1,194;SHELL;P;OM;LD 05002300;LD 05002300  A ;01 08 2020
ALICANTE;ALICANTE ALACANT     ;03006;POLIGONO PLA VALLONGA CALLE 8 PARCELA 15;D;27 07 2020 1424;1,194;PETROALACANT;P;dm;LV 06002100 S 07001500;LV 06002100  P  S 07001500  P ;01 08 2020
VALENCIA;LLIRIA          ;46160;AUTOVIA CV35 KM 32 5;D;31 07 2020 1800;1,194;GALP;P;OM;LD 24H;LD 24H  A ;01 08 2020
ASTURIAS;POLA DE LAVIANA     ;33980;POLIGONO EL SUTU SN;D;29 07 2020 0757;1,194;AVIA;P;dm;LD 06002359;LD 06002359  A ;01 08 2020
VALENCIA;LLIRIA          ;46160;AUTOVIA CV35 KM 32 5;I;31 07 2020 1800;1,194;GALP;P;OM;LD 24H;LD 24H  A ;01 08 2020
TOLEDO;MAQUEDA         ;45515;CARRETERA ANTIGUA NV KM 74;I;27 07 2020 1004;1,194;BP OIL ;P;dm;LV 06302230 SD 07002300;LV 06302230  A  SD 07002300  A ;01 08 2020
CADIZ;LINEA LA CONCEPCION LA ;11300;AVENIDA RONDA NORTE 2;N;31 07 2020 1500;1,194;SHELL;P;OM;LD 06000000;LD 06002359  A ;01 08 2020
NAVARRA;DANTXARINEA       ;31712;CAMINO LANDIBAR 14;D;23 07 2020 1625;1,194;AVIA;P;dm;LD 08002030;LD 08002030  A ;01 08 2020
NAVARRA;PAMPLONA IRUNA      ;31007;ESQUIROZ;N;31 07 2020 1038;1,194;ITURSER S L ;P;dm;LD 06002200;LD 06002200  A ;01 08 2020
SEVILLA;DOS HERMANAS       ;41700;CALLE AS SN;D;31 07 2020 1400;1,194;SHELL;P;OM;LV 06002200 SD 08001500;LV 06002200  A  SD 08001500  A ;01 08 2020
CORDOBA;CORDOBA         ;14006;AVDA ARNOLD J TOYNBEE CON FUENTE DE LA SALUD SN;N;01 08 2020 2045;1,194;GALP;P;OM;LD 24H;LD 24H  A ;01 08 2020
VALENCIA;MISLATA         ;46920;ACCESO PLAN PARCIAL LES VINES CV 403 NUEVO ACCESO A XIRIVELLA C3215 SN;N;01 08 2020 2045;1,194;GALP;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
VALENCIA;TORRENT         ;46900;AUTOVIA A7 KM 519 3;D;01 08 2020 2045;1,194;GALP;P;OM;LD 24H;LD 24H  A ;01 08 2020
VALENCIA;TORRENT         ;46900;AUTOVIA A7 KM 519 3;I;01 08 2020 2045;1,194;GALP;P;OM;LD 24H;LD 24H  A ;01 08 2020
ALMERIA;BERJA          ;04760;CAMINO OLIVO GORDO SN;D;30 07 2020 1037;1,194;BP;P;dm;L 06002200;L 06002200  A ;01 08 2020
TOLEDO;OLIAS DEL REY      ;45280;CARRETERA CM4006 P IND SECTOR 12 PARCELAS 38 A 41 KM SN;I;31 07 2020 1500;1,194;SHELL;P;OM;LD 07002300;LD 07002300  A ;01 08 2020
ALICANTE;ALICANTE ALACANT     ;03007;CARRETERA OCANA KM 7;I;27 07 2020 1425;1,194;PETRO ALACANT;P;dm;LD 24H;LD 00000600  A   06002200  P   22002359  A ;01 08 2020
ASTURIAS;CORTAFICIO        ;33746;POLIGONO CORTAFICIO CALLE A PARCELA I 8;D;01 08 2020 0901;1,194;AVIA;P;dm;LD 24H;LD 24H  A ;01 08 2020
MADRID;MADRID          ;28037;CALLE ALBASANZ 69;I;01 08 2020 1053;1,194;BALLENOIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
ALICANTE;ALICANTE ALACANT     ;03016;VIAL FLORA DE ESPANA 28;N;27 07 2020 1425;1,194;PETROALACANT;P;dm;LD 07002230;LD 07002230  P ;01 08 2020
GIRONA;LLANCA;17490;CARRETERA N260 KM 18 2;N;01 08 2020 2045;1,194;GALP;P;OM;LD 24H;LD 24H  A ;01 08 2020
GIPUZKOA;SAN MARTIN        ;20211;POLIGONO ZUBIKOETA SN GI120 km 62 ;D;29 07 2020 1147;1,195;AVIA;P;dm;LD 06302200;LD 06302200  A ;01 08 2020
GIPUZKOA;ESKORIATZA        ;20540;PASEO AINGERU 8;I;28 07 2020 1836;1,195;PETRONOR;P;dm;LV 07002000 SD 08002000;LV 07002000  A  SD 08002000  A ;01 08 2020
CORUNA A ;PADRON          ;15900;CARRETERA NACIONAL 550 KM SN;D;27 07 2020 1400;1,195;GALP;P;dm;L 07002300;L 07002300  A ;01 08 2020
CORUNA A ;CORUNA A        ;15008;CALLE TORRES QUEVEDO 30;D;30 07 2020 1018;1,195;CEPSA;P;dm;LV 07002200 SD 08302100;LV 07002200  A  SD 08302100  A ;01 08 2020
CORUNA A ;DODRINO         ;15981;CARRETERA AC305 KM 2 1;D;27 07 2020 1430;1,195;GALP;P;dm;LV 07002300 SD 07302300;LV 07002300  A  SD 07302300  A ;01 08 2020
OURENSE;XINZO DE LIMIA      ;32630;CARRETERA CRTA N525 KM199 4 KM 199 4;I;01 08 2020 0000;1,195;REPSOL;P;OM;LD 07002300;LD 07002300  A ;01 08 2020
NAVARRA;SANGUESA         ;31400;PADRE RAIMUNDO DE LUMBIER 14;D;24 07 2020 0757;1,195;AVIA;P;dm;LD 07002200;LD 07002200  A ;01 08 2020
BARCELONA;VILAFRANCA DEL PENEDES  ;08720;AVINGUDA TARRAGONA 84;N;27 07 2020 1530;1,195;MEROIL;P;dm;LD 07002300;LD 07002300  A ;01 08 2020
BARCELONA;TERRASSA         ;08225;AVENIDA 22 DE JULIOL 269;N;31 07 2020 1700;1,195;REPSOL;P;dm;LD 24H;LD 24H  A ;01 08 2020
VALENCIA;SILLA          ;46460;CL POLIGONO VIIC PARCELA 29 S N ;D;31 07 2020 1032;1,195;REPSOL;P;dm;LD 24H;LD 24H  A ;01 08 2020
TOLEDO;PUEBLA DE MONTALBAN LA ;45516;CALLE SANTA LUCIA SN;D;30 07 2020 0954;1,195;REPSOL;P;dm;LD 06302145;LD 06302145  A ;01 08 2020
TOLEDO;MOCEJON         ;45270;AVENIDA DE CASTILLA LA MANCHA 54 TO413 km 33 ;D;27 07 2020 1809;1,195;REPSOL;P;dm;LS 07002200 D 08002200;LS 07002200  A  D 08002200  A ;01 08 2020
CADIZ;ARCOS DE LA FRONTERA   ;11630;CARRETERA ARCOS EL BOSQUE KM 3;I;01 08 2020 0000;1,195;REPSOL;P;OM;L 06000000;L 06000000  A ;01 08 2020
ALMERIA;EJIDO EL        ;04700;AVENIDA OASIS 260;D;01 08 2020 0000;1,195;REPSOL;P;OM;LD 06002300;LD 06002300  A ;01 08 2020
ALMERIA;NIJAR          ;04100;CR N340 487;I;01 08 2020 0000;1,195;REPSOL;P;OM;LD 24H;LD 24H  A ;01 08 2020
GRANADA;ALBOLOTE         ;18220;CR N323 123;D;01 08 2020 0000;1,195;REPSOL;P;OM;LD 07001500;LD 07001500  A ;01 08 2020
GRANADA;MONTELUZ         ;18210;CARRETERA A44 KM 122 8;I;01 08 2020 0000;1,195;REPSOL;P;OM;LD 24H;LD 24H  A ;01 08 2020
JAEN;TORREDONJIMENO      ;23650;CALLE AVDA DE JAEN 17;D;28 07 2020 1316;1,195;REPSOL;P;dm;LS 06302200 D 07302200;LS 06302200  A  D 07302200  A ;01 08 2020
JAEN;CAMPILLO DE ARENAS    ;23130;CL AUTOVIA BAILENMOTRIL I 69 4;I;01 08 2020 0000;1,195;REPSOL;P;OM;LD 24H;LD 24H  A ;01 08 2020
CADIZ;MEDINASIDONIA      ;11170;CARRETERA CR440 32C440 KM 32;I;01 08 2020 0000;1,195;REPSOL;P;OM;LV 06302200 SD 07002200;LV 06302200  A  SD 07002200  A ;01 08 2020
CADIZ;TARIFA          ;11380;BATALLA DEL SALADO SN;N;01 08 2020 0000;1,195;REPSOL MAXIGEL S L E S N S DE LA LUZ;P;OM;LS 07001500;LS 07001500  A ;01 08 2020
JAEN;JABALQUINTO       ;23712;CR N323 11 9;I;01 08 2020 0000;1,195;REPSOL;P;OM;LD 24H;LD 24H  A ;01 08 2020
JAEN;TORREDONJIMENO      ;23650;CARRETERA JAEN KM SN;D;27 07 2020 1048;1,195;GALP;P;dm;LD 07002100;LD 07002100  A ;01 08 2020
MADRID;HORCAJO DE LA SIERRA   ;28755;N1 km 87;I;28 07 2020 0016;1,195;Q8;P;dm;LD 24H;LD 24H  A ;01 08 2020
TOLEDO;NAVAHERMOSA       ;45150;CTRA DE TOLEDO km 49 600;I;30 07 2020 1000;1,195;REPSOL;P;dm;LS 06302130 D 07002130;LS 06302130  A  D 07002130  A ;01 08 2020
TOLEDO;SONSECA         ;45100;CARRETERA CM410 KM 27;I;27 07 2020 1810;1,195;REPSOL;P;dm;LS 07002200 D 08002200;LS 07002200  A  D 08002200  A ;01 08 2020
GRANADA;HERRADURA LA      ;18697;CARRETERA N340 KM 308;D;30 07 2020 1106;1,195;CEPSA;P;dm;LD 06302230;LD 06302230  A ;01 08 2020
NAVARRA;BERA  VERA DE BIDASOA  ;31780;BARRIO IBARDIN SN;D;27 07 2020 0930;1,195;AVIA;P;dm;LD 08001930;LD 08001930  A ;01 08 2020
ALMERIA;ROQUETAS DE MAR     ;04740;CR E15  P K 429  N340 SALIDA;D;01 08 2020 0000;1,195;REPSOL;P;OM;LD 06002300;LD 06002300  A ;01 08 2020
CANTABRIA;PAMANES         ;39718;CARRETERA NACIONAL 634 km 204 850;I;27 07 2020 1459;1,195;AREA DE SERVICIO PAMANES;P;dm;LD 06002200;LD 06002200  A ;01 08 2020
ARABA ALAVA;VITORIAGASTEIZ     ;01015;POLIGONO P I JUNDIZ C LERMANDABIDE 8;N;27 07 2020 1149;1,195;AVIA;P;dm;LS 06002230;LS 06002230  A ;01 08 2020
TOLEDO;TOLEDO          ;45004;CARRETERA CM4000 KM 2 650;D;30 07 2020 0958;1,195;REPSOL;P;dm;LS 06302130 D 07002130;LS 06302130  A  D 07002130  A ;01 08 2020
ALMERIA;ADRA           ;04770;CARRETERA LA ALQUERIA N 125 SALIDA AUTOVIA 389 KM 389;D;25 07 2020 1142;1,195;REPSOL;P;dm;LD 24H;LD 24H  A ;01 08 2020
ALMERIA;ADRA           ;04770;AUTOVIA A7 KM 391;N;01 08 2020 0805;1,195;CEPSA;P;dm;LD 24H;LD 24H  A ;01 08 2020
HUELVA;ENCINASOLA        ;21390;DISEMINADO LAGARES 0 00;D;31 07 2020 1335;1,195;HYDROGEN BY WHELLS S L ;P;dm;L 07302200;L 07302200  A ;01 08 2020
TOLEDO;CABANAS DE LA SAGRA   ;45592;AUTOVIA A42 ENLACE CTRA TO2516 PK 0 50 KM 55;D;28 07 2020 1821;1,195;REPSOL;P;dm;LD 24H;LD 24H  A ;01 08 2020
CORUNA A ;TEO;15886;ESTRADA PONTEVEAAC841 KM 12 14;D;28 07 2020 0700;1,196;CEPSA;P;dm;LV 07002300 SD 08002300;LV 07002300  P  SD 08002300  P ;01 08 2020
MADRID;ALCOBENDAS        ;28100;AVENIDA MONTE DE VALDELATAS 5;N;31 07 2020 2200;1,196;BP EL SAPOALCOBENDAS;P;dm;LD 06001359 y 14002200;LD 06001359  A   14002200  A ;01 08 2020
VALLADOLID;SANTOVENIA DE PISUERGA  ;47155;CANADA LA AGUILERA SN;N;27 07 2020 0930;1,196;AVIA U S LA AGUILERA;P;dm;LD 24H;LD 24H  A ;01 08 2020
MALAGA;MARBELLA         ;29600;CARRETERA NACIONAL 340 KM 179;I;01 08 2020 0000;1,196;AGLA EL ROCIO DE NAGUELES;P;dm;LD 24H;LD 24H  A ;01 08 2020
SEVILLA;PEDROSO EL       ;41360;CARRETERA A432 KM 30 150;I;28 07 2020 0101;1,196;REPSOL;P;dm;LD 06002200;LD 06002200  P ;01 08 2020
CORUNA A ;CORISTANCO;15147;CARRETERA LA CORUNAFINISTERRE KM 38 50;I;27 07 2020 1120;1,197;REPSOL;P;dm;LV 06002330 SD 07002315;LV 06002330  P  SD 07002315  P ;01 08 2020
ALBACETE;CASAS DE JUAN NUNEZ   ;02151;AVDA ALBACETE 33;D;30 07 2020 1317;1,197;GASOLINERAS DEL REY;P;dm;LD 07002300;LD 07002300  A ;01 08 2020
BURGOS;VIVAR DEL CID      ;09140;CARRETERA N623 KM 10;D;27 07 2020 0834;1,197;EMPRESA DEL GRUPO CEPSA;P;dm;LD 07002300;LD 07002300  A ;01 08 2020
CACERES;DELEITOSA        ;10370;AUTOVIA MADRID PORTUGAL KM 219;D;27 07 2020 1055;1,197;REPSOL;P;dm;LD 24H;LD 24H  A ;01 08 2020
ZAMORA;ZAMORA          ;49027;CARRETERA N122 KM 4;D;27 07 2020 2100;1,197;REPSOL;P;dm;LV 07002100 SD 08002100;LV 07002100  A  SD 08002100  A ;01 08 2020
JAEN;UBEDA          ;23400;CALLE LEON XIII SN N323 KM 125 20  ;D;30 07 2020 1443;1,197;BP PUERTA DEL SOL;P;dm;LD 07002300;LD 07002300  A ;01 08 2020
BURGOS;BURGOS          ;09001;CALLE CONDADO DE TREVINO 30;I;29 07 2020 1200;1,197;VILLALONQUEJAR;P;dm;LD 06000000;LD 06000000  A ;01 08 2020
JAEN;LINARES         ;23700;CALLE JUAN DIEGO DE DIOS BARRERO 30;D;27 07 2020 0001;1,197;REPSOL;P;dm;LD 06000000;LD 06002200  P   22002359  A ;01 08 2020
