Provincia;Localidad;Codigo_postal;Direccion;Margen;Toma_de_datos;Precio;Rotulo;Tipo_venta;Rem;Horario;Tipo_servicio;Fecha_extraccion
VALLADOLID;VALLADOLID        ;47012;CALLE AZALEA 1;D;23 07 2020 1118;1,119;DST;A;dm;LV 08001900 S 09001400;LV 08001900  A  S 09001400  A ;01 08 2020
HUELVA;ARACENA         ;21200;POLIGONO CANTALGALLO SN;D;30 07 2020 1117;1,119;PETROSTAR ENERGIA;P;dm;LD 24H;LD 24H  A ;01 08 2020
CORUNA A ;XALLAS          ;15270;PARQUE PARQUE EMPRESARIAL DE CEE 19;D;21 07 2020 0849;1,119;LOW COST REPOST;P;dm;LD 24H;LD 24H  A ;01 08 2020
ALICANTE;MURO DEL ALCOY      ;03830;CALLE DEL TRANSPORT 25;D;18 07 2020 2225;1,119;GASOLPOP S L ;P;dm;LD 24H;LD 24H  A ;01 08 2020
NAVARRA;OLAZ           ;31620;CALLE OLAZ 3;N;27 07 2020 1600;1,119;AN ENERGETICOS S L ;P;dm;LD 24H;LD 24H  A ;01 08 2020
CIUDAD REAL;CIUDAD REAL       ;13005;CALLE EINSTEIN 39;D;29 07 2020 0927;1,119;EE SS PUENTE DEL AVE;P;dm;LD 24H;LD 24H  A ;01 08 2020
CASTELLON  CASTELLO;NULES          ;12520;CALLE B SN SEC INDUS N 2 POL LA MINA 2;D;27 07 2020 1144;1,119;BDMED;P;dm;LD 24H;LD 24H  A ;01 08 2020
MADRID;LEGANES         ;28917;CALLE VIZCAYA 17;I;31 07 2020 1400;1,119;PETROPRIX;P;dm;LD 24H;LD 24H  A ;01 08 2020
ASTURIAS;GIJON          ;33211;AVENIDA CAMPONES 14;N;01 08 2020 1053;1,119;BALLENOIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
MADRID;MADRID          ;28041;CALLE EDUARDO BARREIROS 114;N;31 07 2020 1040;1,119;SUPECO;P;dm;LD 24H;LD 24H  A ;01 08 2020
BADAJOZ;MONTERRUBIO DE LA SERENA ;06427;CARRETERA POLIGONO INDUSTRIAL PARCELAS 13 14 15 KM 18;D;28 07 2020 1110;1,119;AGLA;P;dm;LD 07002200;LD 07002200  P ;01 08 2020
MADRID;LEGANES         ;28914;CALLE REY PASTOR 16;D;01 08 2020 1053;1,119;BALLENOIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
CORDOBA;PALMA DEL RIO      ;14700;POLIGONO CALLE NARANJA SALUSTIANA 1;N;27 07 2020 0914;1,119;HRUIZ;P;dm;LD 24H;LD 24H  A ;01 08 2020
BARCELONA;MOLINS DE REI      ;08750;CALLE HORTA 14;D;27 07 2020 0640;1,119;AUTONET&OIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
MADRID;ALCOBENDAS        ;28108;CARRETERA FUENCARRAL KM 100;D;27 07 2020 1103;1,119;COMBUS;P;dm;LV 08001900;LV 08001900  A ;01 08 2020
MADRID;VILLALBILLA       ;28810;CALLE SEVERO OCHOA 48;I;27 07 2020 0938;1,119;FAST FUEL;P;dm;LD 24H;LS 24H  A  D 24H  D ;01 08 2020
MADRID;MAJADAHONDA       ;28220;CALLE CEREZA 4;D;01 08 2020 1053;1,119;BALLENOIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
NAVARRA;ESTELLA O LIZARRA    ;31200;AVDA PAMPLONA 28;D;27 07 2020 1940;1,120;AVIA;P;dm;LD 24H;LD 24H  A ;01 08 2020
CASTELLON  CASTELLO;VALL D'ALBA       ;12194;AVENIDA VILAFRANCA 66;D;27 07 2020 0800;1,120;COOP AGRARIA SAN ISIDRO DE VALL D'ALBA COOP V ;P;dm;LD 24H;LD 24H  A ;01 08 2020
ZARAGOZA;BORJA          ;50540;CARRETERA NACIONAL 122 KM 64;D;27 07 2020 1311;1,120;EL MONCAYO;P;dm;LD 07001030;LD 07001030  A ;01 08 2020
ASTURIAS;PROAZA          ;33114;CARRETERA AS228 KM 13;N;20 07 2020 1036;1,120;ESTACION DE SERVICIO VALLE DE TRUBIA S L ;P;dm;LV 06002300 SD 08002300;LV 06002300  A  SD 08002300  A ;01 08 2020
TARRAGONA;TARRAGONA;43006;POL INDUSTRIAL RIUCLAR C SOFRE N 3;N;20 07 2020 1024;1,120;BIONET;P;dm;LD 24H;LD 24H  A ;01 08 2020
ALICANTE;ORIHUELA;03315;CARRETERA VILLAMARIA KM 1;D;27 07 2020 1207;1,120;COMBUSTIBLES LA MURADA;P;dm;LD 00062300;LD 00062300  A ;01 08 2020
SEVILLA;GUILLENA         ;41210;AVENIDA AVENIDA PANEROS 10;D;27 07 2020 1445;1,120;PETROSAND;P;dm;LD 24H;LD 24H  A ;01 08 2020
JAEN;HUESA          ;23487;CAMINO DEL CEMENTERIO SN;D;27 07 2020 0907;1,120;S C A NTRA SRA DE LA CABEZA;R;dm;LS 08001400 y 16001900;LS 08001400  A   16001900  A ;01 08 2020
SEVILLA;GUILLENA         ;41210;CALLE CAMINO DE LOS TORILES 2;D;27 07 2020 1020;1,120;JAMAPU;P;dm;LD 24H;LD 24H  A ;01 08 2020
VALLADOLID;MOJADOS         ;47250;CARRETERA VA 404 KM 26;D;27 07 2020 1022;1,120;NUNEZ VILLARREAL;P;dm;LD 24H;LD 24H  A ;01 08 2020
BARCELONA;MOLINS DE REI      ;08750;AVDA BARCELONA 222 N340 ;N;31 07 2020 1407;1,121;OILPRIX;R;dm;LD 05002300;LD 05002300  A ;01 08 2020
HUELVA;HIGUERA DE LA SIERRA   ;21220;POLIGONO PUERTA DEL PARQUE NATURAL 1;D;27 07 2020 1147;1,121;HIGUEROIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
PONTEVEDRA;VIGO           ;36214;CALLE ALCALDE LAVADORES 64;D;27 07 2020 0005;1,122;BYE;P;dm;LD 07002300;LD 07002300  A ;01 08 2020
BARCELONA;BARCELONA        ;08033;CARRETERA C17 KM 0 500;D;01 08 2020 0000;1,122;CEPSA;P;OM;LD 24H;LD 24H  A ;01 08 2020
BARCELONA;BARCELONA        ;08030;CALLE CARACAS 24;D;01 08 2020 0000;1,122;CEPSA;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
BARCELONA;MONTCADA CENTRE     ;08110;AVINGUDA LA FERRERIA ESQ TRABAJO SN;D;01 08 2020 0001;1,122;CEPSA;P;dm;LV 06302230 S 08002000;LV 06302230  A  S 08002000  A ;01 08 2020
ALBACETE;PETROLA         ;02692;CARRETERA FUENTEALAMO KM 36;I;01 08 2020 0000;1,122;CEPSA;P;OM;LV 09001330 y 14301930;LV 09001330  A   14301930  A ;01 08 2020
ALBACETE;RIOPAR          ;02450;CARRETERA CM412 KM 199 5;I;01 08 2020 0000;1,122;CEPSA;P;OM;LD 08002000;LD 08002000  A ;01 08 2020
ALBACETE;YESTE          ;02480;CARRETERA DE HELLIN KM 42;I;01 08 2020 0000;1,122;CEPSA;P;OM;LD 06002300;LD 06002300  A ;01 08 2020
TOLEDO;ORGAZ          ;45450;CARRETERA N401 KM 103;I;29 07 2020 0921;1,122;CEPSA;P;dm;L 07002200;L 07002200  A ;01 08 2020
CORUNA A ;NARON          ;15320;CARRETERA CASTILLA KM 624;D;30 07 2020 0829;1,122;BP NARON;P;dm;LD 07002300;LD 07002300  A ;01 08 2020
BARCELONA;SANT ADRIA DE BESOS   ;08930;CALLE LLULL ESQ EDUAR MARISTANY SN;D;01 08 2020 0000;1,122;CEPSA;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
ZARAGOZA;AZUARA          ;50140;CARRETERA A1506 KM 59;I;29 07 2020 0000;1,123;CEPSA;P;OM;LS 08001330 y 15002100 D 09001300 y 16002000;LS 08001330  A   15002100  A  D 09001300  A   16002000  A ;01 08 2020
ZARAGOZA;SAN MATEO DE GALLEGO   ;50840;CARRETERA A123 KM 18 2;D;30 07 2020 1105;1,123;DISCAROIL;P;dm;LD 07002200;LD 07002200  A ;01 08 2020
ZARAGOZA;SOS DEL REY CATOLICO   ;50680;CARRETERA A127 KM 89 00;D;27 07 2020 1600;1,123;AN ENERGETICOS S L;P;dm;LD 24H;LD 24H  A ;01 08 2020
GRANADA;GRANADA         ;18013;C C ALCAMPO CRTA JAEN km 88;N;27 07 2020 0946;1,123;ALCAMPO;P;dm;LD 24H;LS 00000800  D   08002200  A   22002359  D  D 00000900  D   09001500  A   15002359  D ;01 08 2020
CASTELLON  CASTELLO;VALL D'UIXO LA     ;12600;CALLE CIUTAT DE LALGUER 15;D;27 07 2020 1445;1,123;COOP ISIDRO LA VALL;P;dm;LD 06002100;LD 06002100  A ;01 08 2020
OURENSE;BARBADAS         ;32890;N540 P K 0 700;D;01 08 2020 2045;1,124;GALP;P;OM;LD 07002300;LD 07002300  A ;01 08 2020
ZARAGOZA;ZARAGOZA         ;50016;AUTOVIA A2 KM 328;D;01 08 2020 0630;1,124;MEROIL;P;OM;LD 24H;LD 24H  A ;01 08 2020
BARCELONA;SANT FELIU DE LLOBREGAT ;08980;CALLE ARMENTERES 62;N;31 07 2020 1924;1,124;GALP;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
TARRAGONA;AMPOLLA L'       ;43895;CARRETERA N340 KM 1101;D;01 08 2020 2045;1,124;GALP;P;OM;LV 06002200 SD 24H;LV 06002200  A  SD 24H  A ;01 08 2020
ALICANTE;COCENTAINA        ;03820;AVENIDA AVENIDA DE ALICANTE 104;D;01 08 2020 2045;1,124;GALP;P;OM;LD 24H;LD 24H  A ;01 08 2020
VALENCIA;VALENCIA         ;46011;C SERRERIA 14;N;31 07 2020 2030;1,124;GALP;P;OM;LD 06002359;LD 06002359  A ;01 08 2020
JAEN;BAILEN          ;23710;CARRERA NACIONAL IV KM 291 N;N;01 08 2020 0000;1,124;CEPSA;P;OM;LD 24H;LD 24H  A ;01 08 2020
GRANADA;MOTRIL          ;18600;CALLE SANTO DOMINGO 3;D;01 08 2020 0952;1,124;MINIOIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
MALAGA;MALAGA          ;29004;CALLE ESTEBAN SALAZAR CHAPELA 28;N;31 07 2020 1400;1,124;SHELL;P;OM;LD 24H;LD 24H  D ;01 08 2020
GRANADA;MOTRIL          ;18600;CARRETERA ALMERIAMOTRIL KM 31;I;27 07 2020 2358;1,124;PETROMOTRIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
ZARAGOZA;BREA DE ARAGON      ;50246;CALLE ORIENTE 26;N;01 08 2020 0000;1,125;REPSOL;P;OM;LV 07302100 SD 08001400;LV 07302100  P  SD 08001400  P ;01 08 2020
LLEIDA;LLES DE CERDANYA     ;25726;N260 km 205 6;D;31 07 2020 1246;1,125;E S SANT ANTON;P;dm;LD 07002200;LD 07002200  A ;01 08 2020
MURCIA;ALBUJON         ;30330;CALLE GENERAL MOSCARDO 15;D;30 07 2020 1536;1,125;E S MOLERO S A ;P;dm;LD 06002230;LD 06002230  A ;01 08 2020
VALENCIA;PATERNA         ;46980;CL MAYOR 57;N;27 07 2020 1043;1,125;GALP3 CAMINOS;P;dm;LD 24H;LD 24H  A ;01 08 2020
TOLEDO;OCANA          ;45300;AUTOVIA A4 KM 64 500 SALIDA 62 KM 64 500;N;30 07 2020 1838;1,125;GALP;P;dm;LV 06002200 SD 07002200;LV 06002200  A  SD 07002200  A ;01 08 2020
CORDOBA;AGUILAR DE LA FRONTERA  ;14920;CARRETERA NACIONAL 331 KM 53;D;01 08 2020 0000;1,125;CEPSA;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
CORDOBA;CORDOBA         ;14006;AVENIDA BRILLANTE DEL  4;D;01 08 2020 0000;1,125;CEPSA;P;OM;LD 07002300;LD 07002300  A ;01 08 2020
SANTA CRUZ DE TENERIFE;GARAFIA;38787;CARRETERA LP1 CRUCE SAN ANTONIO DEL MONTE KM SN;I;01 08 2020 0730;1,125;TGAS GARAFIA;P;dm;LD 07302100;LD 07302100  P ;01 08 2020
SANTA CRUZ DE TENERIFE;SAUCES LOS       ;38720;AVENIDA LOS SAUCES 40;N;29 07 2020 2001;1,125;DISA;P;dm;LS 07001500 D 08001300;LS 07001500  A  D 08001300  A ;01 08 2020
NAVARRA;ZIZUR MAYOR ZIZUR NAGUSIA;31180;AVENIDA ESTELLA 9;I;31 07 2020 1202;1,125;AVIA;P;dm;LD 24H;LD 24H  A ;01 08 2020
SANTA CRUZ DE TENERIFE;BARLOVENTO        ;38726;AVENIDA PRINCIPAL 1;N;29 07 2020 1358;1,125;SHELL;P;dm;LS 07001400;LS 07001400  A ;01 08 2020
SANTA CRUZ DE TENERIFE;BRENA          ;38710;CARRETERA GENERAL LA GRAMA KM 3 8 CARRETERA VARIANTE TF812 km 3 8 ;D;29 07 2020 1351;1,125;SHELL;P;dm;LD 06302200;LD 06302200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;PUNTALLANA        ;38715;CARRETERA GENERAL KM 8 450;N;29 07 2020 1545;1,125;SHELL PUNTALLANA;P;OM;LD 06302230;LD 06302230  A ;01 08 2020
BURGOS;BRIVIESCA        ;09240;CTRA CORNUDILLA KM3 2;D;27 07 2020 1726;1,125;SUMINISTROS AGROBUREBA SL;P;dm;LD 24H;LD 24H  A ;01 08 2020
BURGOS;BRIVIESCA        ;09240;CALLE BURGOS 11;D;28 07 2020 1324;1,125;NORPETROL;P;dm;LD 24H;LD 00000800  A   08002200  P   22002359  A ;01 08 2020
TOLEDO;CASAR DE TALAVERA EL  ;45614;CAMINO PILON 2;D;27 07 2020 1150;1,125;VALCARCE;P;dm;LD 06002300;LD 06002300  P ;01 08 2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE LA PALMA  ;38700;AVENIDA LOS INDIANOS SN SN;N;29 07 2020 2000;1,125;DISA;P;dm;LS 06302130 D 07001400;;01 08 2020
SANTA CRUZ DE TENERIFE;BRENA ALTA;38712;C832 MI PK km 1 2;I;28 07 2020 2300;1,125;CEPSA;P;dm;L 06302030;L 06302030  A ;01 08 2020
GIRONA;GIRONA          ;17007;RDA FORT ROIG 21 URB MONTJUIC ;D;27 07 2020 1612;1,125;GM;P;dm;LS 07002200 D 07001400;LS 07002200  A  D 07001400  A ;01 08 2020
SEGOVIA;SEGOVIA         ;40006;CARRETERA SAN RAFAEL N603 KM 87;I;31 07 2020 1330;1,125;SEMUTRANSA;P;dm;LD 24H;;01 08 2020
SANTA CRUZ DE TENERIFE;SAUCES LOS       ;38720;CARRETERA CARRETERA GENERAL LP1 KM 27;I;28 07 2020 2300;1,125;CEPSA;P;dm;L 07302100;;01 08 2020
BARCELONA;SANT ANDREU DE LA BARCA ;08740;CALLE MEXICO SN;D;01 08 2020 0000;1,125;PETROCAT DIRECTE;P;OM;LD 24H;LD 00000600  D   06002100  A   21002359  D ;01 08 2020
SEVILLA;MAIRENA DEL ALJARAFE   ;41927;CALLE ARTESANIA 11;N;20 07 2020 1811;1,125;EASY FUEL;P;dm;LS 24H;LS 24H  A ;01 08 2020
CORUNA A ;TEO;15886;CARRETERA C541 KM 6;I;31 07 2020 0936;1,126;AVIA;P;dm;LS 07302030;LS 07302030  A ;01 08 2020
CORUNA A ;FERROL          ;15404;CARRETERA CASTILLA 318 KM 1;D;31 07 2020 1009;1,126;CEPSA;P;dm;LD 24H;LD 24H  A ;01 08 2020
CORUNA A ;TEO;15886;CARRETERA LC541 KM 3;D;31 07 2020 0935;1,126;CEPSA;P;dm;LV 07302200 S 08002200 D 08001500;LV 07302200  A  S 08002200  A  D 08001500  A ;01 08 2020
CORUNA A ;CARBALLO         ;15100;LUGAR A REVOLTA 20;D;31 07 2020 1155;1,126;E S CARVOLTA;P;dm;LD 24H;LD 24H  A ;01 08 2020
ASTURIAS;GIJON          ;33211;CALLE NICOLAS COPERNICO 311;N;27 07 2020 0727;1,126;EASYGAS;P;dm;LD 24H;LD 24H  A ;01 08 2020
ZARAGOZA;SASTAGO         ;50780;CALLE SAN ROQUE 126;I;27 07 2020 1844;1,126;CEPSA;P;dm;LS 06002100 D 07001400;LS 06002100  A  D 07001400  A ;01 08 2020
CADIZ;JEREZ DE LA FRONTERA   ;11407;CARRETERA NIV KM 635;I;01 08 2020 0000;1,126;CEPSA;P;OM;LD 07002300;LD 07002300  A ;01 08 2020
CADIZ;ARCOS DE LA FRONTERA   ;11630;CARRETERA A382 KM 26 8;D;01 08 2020 0000;1,126;CEPSA;P;OM;LD 24H;LD 24H  A ;01 08 2020
CADIZ;CHIPIONA         ;11550;CARRETERA A480 KM 24 1;D;01 08 2020 0000;1,126;CEPSA;P;OM;LD 07002300;LD 07002300  A ;01 08 2020
CADIZ;MEDINASIDONIA      ;11170;PLAZA DEL PUNTO 000;I;01 08 2020 0000;1,126;CEPSA;P;OM;LD 07002200;LD 07002200  A ;01 08 2020
NAVARRA;PUENTE LA REINA GARES  ;31100;PASEO DE LOS FUEROS SN  NACIONAL III km 24 ;I;31 07 2020 1202;1,126;AVIA;P;dm;LD 06002200;LD 06002200  A ;01 08 2020
CORUNA A ;GANDARA         ;15570;RUA NICASIO PEREZ LOPEZ 57;D;31 07 2020 1007;1,126;CEPSA;P;dm;LD 24H;LD 24H  A ;01 08 2020
PONTEVEDRA;SALVATERRA DE MINO;36450;RUA ROSALIA DE CASTRO 56;D;24 07 2020 0005;1,127;CEPSA;P;dm;LS 08002200 D 09002000;LS 08002200  A  D 09002000  A ;01 08 2020
TOLEDO;VENTAS DE RETAMOSA LAS ;45183;CM4003 km P K 32 4;N;01 08 2020 0001;1,127;FARRUCO S A ;P;dm;LD 24H;LD 24H  A ;01 08 2020
HUELVA;ALJARAQUE        ;21110;AUTOVIA A497 KM 7;D;21 07 2020 1301;1,127;MEROIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
ALICANTE;ASPE           ;03680;CARRETERA NOVELDA KM 22;D;29 07 2020 1350;1,127;CONFORT AUTO;P;dm;LV 06002200 S 08001500;LV 06002200  A  S 08001500  A ;01 08 2020
TOLEDO;TALAVERA DE LA REINA   ;45600;AVENIDA PORTUGAL 63;I;27 07 2020 1317;1,127;AZULOIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
SEVILLA;LEBRIJA         ;41710;AVENIDA JUAN PENA EL LEBRIJANO 60;D;29 07 2020 2000;1,127;VIVA LEBRIJA;P;dm;LD 24H;LD 24H  A ;01 08 2020
TOLEDO;TALAVERA DE LA REINA   ;45600;CALLE VICENTE LEIVA 33;N;01 08 2020 1053;1,127;BALLENOIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
CASTELLON  CASTELLO;PENISCOLA        ;12598;CARRETERA DE PENISCOLA A BENICARLO ESQ CAMI LA VOLTA KM SN;D;29 07 2020 1022;1,127;VCC PENISCOLA;P;dm;LD 24H;LD 24H  A ;01 08 2020
MADRID;NAVALCARNERO       ;28600;CALLE MINA DEL COTORRO DE LA  SN;D;01 08 2020 1053;1,127;BALLENOIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
BALEARS ILLES ;POBLA SA        ;07420;CALLE JOAN PIZA I MASSANET 5;N;01 08 2020 1200;1,127;EROSKI;P;dm;LD 24H;LD 24H  A ;01 08 2020
ASTURIAS;AVILES;33400;CALLE BUENAVISTA 63;N;27 07 2020 1248;1,128;ZEPXA ECO;P;dm;LD 07002300;LD 07002300  A ;01 08 2020
GIRONA;ANGLES          ;17160;CALLE ILLES1 Y 2 PLAN PARCIAL SECTOR CUC SN;N;31 07 2020 1600;1,128;SHELL;P;OM;LS 24H;LS 24H  D ;01 08 2020
VALENCIA;BENISANO         ;46181;POLIGONO ELS PEDREGALS SN;N;31 07 2020 1700;1,128;COOPERATIVA DE BENISANO;R;dm;LD 24H;LD 24H  A ;01 08 2020
SALAMANCA;VILLARMAYOR       ;37130;CARRETERA CL517 KM 22 500;I;28 07 2020 2212;1,128;EUMOGAS SL;P;dm;LV 07002100 SD 09002100;LV 07002100  P  SD 09002100  P ;01 08 2020
VALENCIA;POBLA DE FARNALS LA   ;46139;AVENIDA ARAGON 19;D;30 07 2020 1609;1,128;C CARBURANTS;P;dm;LD 24H;LD 24H  A ;01 08 2020
ASTURIAS;SALINAS;33400;AVENIDA CAMPON EL 16;D;31 07 2020 1247;1,128;GF;P;dm;LD 24H;LD 24H  A ;01 08 2020
GIPUZKOA;ARRASATE MONDRAGON    ;20500;BARRIO MUSAKOLA SN;N;01 08 2020 1200;1,129;EROSKI;P;dm;LV 07002130 SD 09002130;LV 07002130  A  SD 09002130  A ;01 08 2020
PONTEVEDRA;BANDEIRA         ;36570;CR N525  P K 309 10 D;D;27 07 2020 1216;1,129;ESTACION DE SERVICIO BANDEIRA;P;dm;LD 24H;LD 24H  A ;01 08 2020
LUGO;CORGO O         ;27163;CTRA C546 PK km 8 2;I;27 07 2020 1956;1,129;LIBRE;P;dm;LD 07002200;LD 07002200  A ;01 08 2020
LUGO;OUTEIRO DE REI      ;27150;ACCESO CTRA NVI  ROBRA ;I;31 07 2020 1245;1,129;Q8;P;dm;LD 24H;LD 24H  A ;01 08 2020
PONTEVEDRA;VILAGARCIA DE AROUSA;36618;CARRETERA C550 KM 1 12;D;27 07 2020 0825;1,129;E S EL SALGUEIRAL;P;dm;L 06000000;L 06002359  P ;01 08 2020
ASTURIAS;GIJON          ;33211;AVENIDA DE LA METALURGIA SN;D;31 07 2020 1245;1,129;Q8;P;dm;LV 08001800;LV 08001800  A ;01 08 2020
NAVARRA;ALLO           ;31262;CARRETERA ESTELLA KM 11 8;N;27 07 2020 1533;1,129;AVIA;P;dm;LD 24H;LD 24H  A ;01 08 2020
NAVARRA;CABANILLAS        ;31511;CARRETERA TAUSTE KM 8 5;I;31 07 2020 2254;1,129;PETRONOR;P;dm;LV 06002200 S 06002000 D 07001400;LV 06002200  A  S 06002000  A  D 07001400  A ;01 08 2020
ZARAGOZA;CALATAYUD        ;50300;AVENIDA FUERZAS ARMADAS SN;N;01 08 2020 0945;1,129;ALCAMPO;P;dm;LD 24H;LD 24H  A ;01 08 2020
ZARAGOZA;VILLAMAYOR        ;50162;CARRETERA A129 KM 4 1;I;01 08 2020 0000;1,129;REPSOL;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
ZARAGOZA;VILLARROYA DE LA SIERRA ;50310;CALLE GASCA 108;D;01 08 2020 0000;1,129;PETRONOR;P;OM;LV 08002100 S 08001400 D 16002100;LV 08002100  A  S 08001400  A  D 16002100  A ;01 08 2020
ZARAGOZA;ESCATRON         ;50790;CARRETERA CA221 KM 27 5;D;01 08 2020 0000;1,129;REPSOL;P;OM;LS 07002100;LS 07002100  A ;01 08 2020
ZARAGOZA;ALMUNIA DE DONA GODINA LA ;50100;CARRETERA MADRID KM 272;I;01 08 2020 0000;1,129;REPSOL;P;OM;LD 07002200;LD 07002200  A ;01 08 2020
ZARAGOZA;QUINTO          ;50770;CARRETERA N232A KM 194;D;01 08 2020 0000;1,129;REPSOL;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
ZARAGOZA;TAUSTE          ;50660;AVENIDA CONSTITUCION SN;I;01 08 2020 0000;1,129;REPSOL;P;OM;L 06002200;L 06002200  A ;01 08 2020
ZARAGOZA;REMOLINOS        ;50637;CARRETERA ALAGON TUDELA KM 9 700;I;01 08 2020 0000;1,129;REPSOL;P;OM;LV 06302030 SD 08001500 y 18002000;LV 06302030  A  SD 08001500  A   18002000  A ;01 08 2020
ZARAGOZA;PINA DE EBRO       ;50750;CALLE FERNANDO EL CATOLICO 56;D;01 08 2020 0000;1,129;REPSOL;P;OM;LV 07002100 S 08001400 y 16002000 D 08001300;LV 07002100  A  S 08001400  A   16002000  A  D 08001300  A ;01 08 2020
ZARAGOZA;ALFAMEN         ;50461;CARRETERA A1304 KM 7 3;I;01 08 2020 0000;1,129;PETRONOR;P;OM;LS 08001300;LS 08001300  A ;01 08 2020
ZARAGOZA;MONEGRILLO        ;50164;CARRETERA A1104 KM 26 1;I;01 08 2020 0000;1,129;REPSOL;P;OM;LV 07001400 y 17002000 S 08001500;LV 07001400  A   17002000  A  S 08001500  A ;01 08 2020
BARCELONA;CASTELLBISBAL      ;08755;C MAGNETISME 1 B150 ;N;27 07 2020 1242;1,129;BENZINERA CASTELLBISBAL;P;dm;LD 24H;LD 00000559  A   05592200  P   22002359  A ;01 08 2020
BARCELONA;SANT ANDREU DE LLAVANERES;08392;CTRA NII PK km 650 7;I;31 07 2020 1905;1,129;PETROLIS MIRAMAR;P;dm;LD 06002200;LD 06002200  A ;01 08 2020
BARCELONA;OLERDOLA;08734;CARRETERA C15 KM 11 5;D;01 08 2020 0000;1,129;PETROCAT DIRECTE;P;OM;LD 24H;LD 24H  D ;01 08 2020
BARCELONA;OLERDOLA;08734;CARRETERA C15 KM 11 5;I;01 08 2020 0000;1,129;PETROCAT DIRECTE;P;OM;LD 24H;LD 24H  D ;01 08 2020
BARCELONA;BERGA          ;08600;CARRETERA CTRA SAN FRUITOS KM 65;N;31 07 2020 1040;1,129;CARREFOUR;P;dm;LD 24H;LD 24H  A ;01 08 2020
BARCELONA;ESPARREGUERA       ;08292;POLIGONO LES TRES RIERES 1;N;31 07 2020 1600;1,129;SHELL;P;OM;LS 24H;LS 24H  D ;01 08 2020
VALENCIA;MONSERRAT        ;46192;CARRETERA VP405 KILOMETRO 10 10 KM 10 10;I;31 07 2020 1700;1,129;BON SERVICI CARBURANTS SL;P;dm;LD 07002100;LD 07002100  A ;01 08 2020
CASTELLON  CASTELLO;ALMAZORA         ;12550;CARRETERA CTRA N340A KM KM 970;N;31 07 2020 1245;1,129;Q8;P;dm;LS 06002200 D 08002200;LS 06002200  A  D 08002200  A ;01 08 2020
ALICANTE;TORREVIEJA        ;03180;CARRETERA CREVILLENTE KM 34 400;N;31 07 2020 1040;1,129;CARREFOUR;P;dm;LD 24H;LD 24H  A ;01 08 2020
CASTELLON  CASTELLO;VINAROS         ;12500;CARRETERA NACIONAL 340 A PLAN PARCIAL 1 KM 1049;N;31 07 2020 1040;1,129;CARREFOUR;P;dm;LD 24H;LD 24H  A ;01 08 2020
ZARAGOZA;EJEA DE LOS CABALLEROS  ;50600;PASEO DE LA CONSTITUCION S N ;D;01 08 2020 0000;1,129;REPSOL;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
MURCIA;PALMA LA        ;30593;CARRETERA MU311 KM 25 2;I;28 07 2020 1752;1,129;ROYMAGA PETROLEOS;P;dm;LD 24H;LV 00000630  D   06301430  A   14302359  D  S 00000700  D   07001400  A   14002359  D  D 24H  D ;01 08 2020
MURCIA;JUMILLA         ;30520;AVENIDA YECLA 48;I;21 07 2020 1246;1,129;JUMILLA GAS ;P;dm;LD 24H;LD 24H  A ;01 08 2020
BARCELONA;MONTMELO         ;08160;CARRER VIC 69;D;01 08 2020 0000;1,129;CAMPSA EXPRESS;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
BARCELONA;SANT SADURNI D'ANOIA   ;08770;CALLE ITALIA 29;D;31 07 2020 1100;1,129;AMAT OIL;P;dm;LD 24H;LV 00000900  D   09001300  A   13001530  D   15301930  A   19302359  D  SD 24H  D ;01 08 2020
BARCELONA;BADALONA         ;08918;AVINGUDA MARQUES DE MONTROIG 125;N;01 08 2020 0000;1,129;TAMOIL;P;OM;LD 24H;LD 24H  A ;01 08 2020
LLEIDA;TERMENS         ;25670;CARRETERA C 13 KM 25;I;01 08 2020 0000;1,129;CEPSA;P;OM;LD 24H;LD 24H  A ;01 08 2020
BARCELONA;HOSPITALET DE LLOBREGAT L' ;08902;CALLE JUAN RAMON JIMENEZ 20;N;01 08 2020 0000;1,129;TAMOIL;P;OM;LD 24H;LD 24H  A ;01 08 2020
MADRID;MADRID          ;28052;CARRETERA CARRETERA VICALVARORIVAS KM 3 600;D;29 07 2020 0948;1,129;DST ;A;dm;LV 07002100 S 09001500;LV 07002100  A  S 09001500  A ;01 08 2020
